mS1,mS2,mR,xsec_TChannel (fb),xsec_GluonSplit (fb)
2491.632,9605.261,9593.756,0.6703100000000339,0.014608519400000476
2543.808,7104.149,7087.345,0.11955000000050553,0.002619383020006724
3388.326,5323.777,5332.448,0.44418000000000485,0.00963772220000014
2570.53,6963.192,6968.619,0.11978000000003187,0.0022923115100007565
2852.49,8044.923,8067.195,0.17371000000000142,0.0036978474500000778
2597.845,8429.702,8442.216,1.8611000000000122,0.04062961760000014
2211.565,5868.304,5859.836,2.348700000000052,0.050240690000002065
3486.029,7254.223,7273.525,0.23564000000000138,0.005124991630000045
3609.475,8727.083,8722.93,0.6957300000000222,0.015475929600000472
3449.128,5980.778,5960.038,0.2854100000001267,0.0061204587670014785
2431.312,7210.014,7233.291,0.8405300000004906,0.01844881500001278
2549.889,8659.049,8653.196,0.7835100000000388,0.0173428804000005
2393.604,6935.04,6940.314,0.6157000000000217,0.013473772000000581
3417.279,6116.961,6096.004,0.23536000000000223,0.0052708518800000615
2618.06,8922.152,8918.049,0.3801100000001194,0.008169451000002357
2691.992,5438.217,5415.704,0.17009000000006733,0.0037465804400022063
4154.963,6230.141,6211.048,0.062374000000002136,0.0013826803972700516
2823.978,9530.282,9534.533,0.8774700000000193,0.01895462670000023
2841.477,7422.568,7429.983,0.5691200000000122,0.012591963200000268
3228.215,7223.198,7201.146,0.03455300000001128,0.0007803201900002166
2712.115,6731.606,6740.339,0.3587800000000278,0.007777712260000495
3387.354,5853.328,5871.342,0.21162000000005016,0.004675633900000799
2891.569,6470.212,6453.459,0.5058900000000018,0.011013765500000036
2245.728,9513.428,9509.29,1.4738000000002687,0.031779573000003884
3176.865,3817.692,3827.465,0.33615000000023043,0.0074581670200029185
2651.575,7688.804,7677.09,0.8566400000000919,0.019105512000000817
3748.722,5649.927,5655.359,0.1981400000000184,0.004461310998000376
3730.075,9835.882,9820.843,0.4038800000001157,0.008663180800037605
2287.934,7976.944,7973.131,0.8894400000002641,0.018580124100005348
3087.911,7165.563,7155.927,0.1929900000002324,0.0042216671000018325
2169.074,7209.681,7222.295,3.0190000000001715,0.06473022640000467
2743.508,6652.828,6647.617,0.6467500000001317,0.014077093000002074
2784.407,5947.083,5941.954,0.6515900000000113,0.014204783400000282
3468.813,6791.808,6796.667,0.04265900000005412,0.0009325117200006557
3500.274,9344.952,9334.576,1.0955000000000077,0.023604570200000115
2563.885,8361.171,8367.902,0.8001000000000035,0.017377566000000073
3078.711,6229.26,6243.692,0.9519100000000327,0.02076141098000267
2748.726,7741.49,7720.543,3.3316000000000328,0.07094282270000046
2312.887,7683.222,7687.578,1.1751000000000131,0.025715237600000135
2164.776,6928.771,6922.305,0.8712200000000521,0.018322049200001286
3661.498,7090.161,7095.113,0.07010800000000023,0.0015501731770000149
3386.74,7366.086,7385.83,0.2322800000000008,0.005087533000000014
3571.074,7451.056,7462.395,0.1441200000000659,0.0031961822990007153
3230.272,8568.156,8562.113,0.09180900000002655,0.0019674461100003173
2684.754,6733.0,6740.401,0.5530900000000872,0.012645487000001192
3773.11,9874.896,9862.683,0.6719000000000064,0.014888318080000174
3895.895,9865.358,9853.637,0.11432000000005006,0.002535558310001059
2297.032,7553.336,7545.795,0.8359700000006876,0.018195404000011236
3291.424,8790.622,8772.885,0.1439300000000127,0.00311545064000032
3148.144,6397.402,6375.504,0.4985600000000026,0.010569150700000035
2413.436,5352.63,5362.201,2.1176000000003237,0.04491919800002361
2517.763,8598.425,8609.034,2.286600000000006,0.04952349330000028
3117.21,8000.807,8010.89,0.10602000000004871,0.002305278300000621
2558.056,10716.61,10704.11,3.1023000000000063,0.06513470540000012
2661.495,9091.895,9100.856,1.9247000000000363,0.04307877800000094
2906.786,6387.967,6392.896,0.554150000000007,0.012475971400000068
2955.676,5225.221,5232.726,0.10011000000000095,0.002228593500000018
3906.023,8424.716,8421.052,0.06440200000006015,0.0013882616662011064
3398.274,5960.62,5952.023,0.21499000000024887,0.004696858250003389
2281.807,7571.112,7577.79,0.3727700000004562,0.008137706100013409
2050.631,8122.215,8111.702,4.056900000000734,0.0860840190000223
3690.455,8127.81,8132.602,0.09419500000000311,0.00205964954000004
3126.725,8058.446,8064.185,0.9174400000001285,0.019914542100001764
3261.092,5550.227,5540.221,0.17687000000000053,0.003932716200000013
2949.461,7113.482,7107.054,0.4305700000000021,0.009243183400000037
4123.219,6703.191,6680.383,0.055753000000087066,0.0012190524647015992
2608.761,8400.51,8422.853,0.22580000000002773,0.0047809261000004806
3672.372,8185.754,8198.997,0.17366000000000156,0.003708820732000039
2623.063,6317.769,6324.675,1.690700000000707,0.036524922100008655
2764.195,6187.535,6194.772,0.416180000000446,0.008795424350007283
3760.402,6107.723,6101.114,0.022504000000018218,0.000499111492000278
3295.509,6052.814,6058.809,1.1408000000000045,0.024725211510000216
2123.12,9307.629,9302.887,0.6873300000013348,0.014631561000012479
2868.443,7730.812,7726.398,1.541500000000013,0.03358870160000034
3330.703,7719.737,7706.453,0.6490000000000476,0.014335475300001151
2377.875,10262.41,10277.09,2.9489000000006045,0.06399244630000747
3397.807,7380.505,7371.556,0.08747000000000824,0.0019574456200002173
3290.774,7222.042,7233.353,1.0775000000000572,0.023383966300003424
3804.169,6010.128,6029.548,0.05771700000000472,0.0012980540540000604
2614.332,7967.779,7963.716,1.2265000000000192,0.0276256710000003
2599.361,10055.33,10044.74,1.0661000000002445,0.02360420000000602
3232.742,7135.91,7129.323,0.5052900000000063,0.011559310000000106
2620.78,7760.217,7764.559,0.35949000000064774,0.0077676837900086835
3210.613,6917.029,6940.799,0.9118600000004833,0.01985694030000615
3370.941,7355.065,7361.146,0.07349100000008572,0.0016114140134023112
3645.204,7699.049,7682.093,0.02908200000004197,0.0006355533350006406
2515.123,6003.855,5994.762,0.9187300000000175,0.02007362600000069
2592.615,10707.14,10700.21,1.2303000000003406,0.026271218540004984
3269.22,8967.187,8946.168,0.21268000000017526,0.00471655210000234
3843.697,7847.721,7842.74,0.2784300000000046,0.00605254276000009
2505.676,7325.053,7329.675,0.9216100000000848,0.0198838082000022
3429.092,9791.791,9795.412,0.18111000000007582,0.004040655430000905
3511.55,6781.299,6786.044,0.5431600000000403,0.011717206020001565
4666.672,5024.325,5046.593,0.0999710000000755,0.002258816512001188
3211.83,6804.497,6810.33,1.0432000000000057,0.023347756700000118
2848.638,8775.203,8766.79,0.300690000000007,0.0065745894000002365
3146.262,6443.532,6438.533,0.5099100000000183,0.01123139860000052
2570.85,7216.252,7211.391,0.8016100000000083,0.017209392350000248
3096.172,7124.683,7139.229,0.5184600000000066,0.011333572100000393
3236.201,6965.017,6985.496,0.78456000000016,0.017001229900002156
3315.22,8607.168,8602.967,0.23554000000007888,0.005240135600002211
2551.471,6034.145,6024.334,0.46159000000020983,0.010068933600002484
2709.005,8562.601,8568.839,0.7225100000000114,0.015753833900000142
3967.666,6684.288,6694.114,0.32275000000019743,0.007096602680004402
2801.325,6086.092,6078.129,0.9560400000000452,0.020796383000001025
3239.544,7179.955,7195.602,0.34849000000010716,0.007676151400001644
3114.372,4774.149,4766.136,0.42968000000000967,0.009183884800000184
3942.669,4955.058,4966.619,0.4502600000000015,0.010218219210000027
3090.898,8370.042,8348.866,0.21706000000003514,0.004845623000001238
3222.293,7813.981,7831.253,0.28412000000005455,0.006213257840001025
3112.873,8896.598,8892.529,0.4299000000002002,0.00940564100000508
3442.534,5615.523,5622.288,0.14215000000008068,0.0031139851400012876
2505.001,9807.34,9802.077,1.0815000000000137,0.02264938388000028
2294.588,9391.096,9394.54,2.312700000000016,0.048516606200000645
3849.333,6085.109,6103.249,0.33582000000001466,0.007730290510000289
3213.571,5147.311,5131.416,0.44608000000000725,0.009622298400000118
2836.728,8531.937,8535.951,1.7441000000015998,0.039641587000025166
2224.151,8178.631,8183.259,4.399300000000013,0.09626315700000021
2957.268,9095.734,9092.218,0.11715000000017722,0.002576356840002181
3343.654,8075.334,8068.514,0.6248100000000103,0.013896225400000137
2679.427,6074.575,6094.621,0.5684400000000911,0.012347065000002704
3084.439,7578.056,7583.151,0.6178900000003217,0.013461364680008196
3382.426,8376.4,8363.273,1.1345000000000056,0.025217897900000064
2867.222,5914.987,5886.712,0.7826700000007034,0.01731360840001521
2618.691,8596.911,8581.919,1.2739000000000116,0.027520028000000297
3049.388,4898.061,4909.32,0.1564400000000836,0.003451680580001751
2634.874,8897.595,8892.522,0.6436900000000069,0.014127663000000158
3157.802,6675.593,6667.226,0.14696000000000162,0.0032646445000000805
3360.79,8357.562,8365.5,0.5015600000000601,0.010950324500002202
3402.863,5948.591,5938.05,0.16692000000001567,0.0037109549800006256
2204.89,6437.225,6430.502,1.5037000000014176,0.03155402600001947
2379.629,6250.14,6239.652,0.9447300000000096,0.01990053470000014
3063.488,7583.861,7575.896,0.9006700000000091,0.019881291660000085
2986.433,8382.302,8370.112,1.174200000000067,0.025445515700001496
2604.584,9563.47,9571.262,1.0357000000006233,0.022561225100010213
3098.8,6364.43,6336.081,0.6098300000000264,0.01368858600000058
2354.447,8703.857,8699.652,0.17759000000000408,0.0037142727800000778
2644.397,7434.698,7441.633,2.488500000000133,0.0552599430000014
2301.516,8582.581,8586.261,1.1771000000000174,0.024551046900000387
3827.123,9447.419,9459.356,0.33496000000000165,0.0073547276380000245
2346.461,8301.991,8306.454,0.9850500000000032,0.02163112840000014
2328.672,7128.902,7137.509,0.7038000000000154,0.01591135384000025
3762.934,7840.776,7847.357,0.14971000000001355,0.0032901053742002235
3092.958,9197.781,9193.533,0.6797100000000177,0.014941069010000184
4023.295,6229.549,6245.384,0.11323000000000419,0.0024279602900000832
2478.883,6695.979,6669.642,3.885900000000145,0.0830631702000012
2635.568,9864.791,9853.995,2.1308000000000034,0.04582473097000005
3948.509,8901.724,8911.647,0.04565500000000047,0.001009159160000007
2734.373,7044.799,7022.387,0.19237000000001298,0.004146467100000594
3062.579,6065.795,6072.357,0.42605000000010973,0.009176317200004237
3698.805,3972.113,3960.414,0.12352000000014746,0.0027502609300033357
2295.489,7269.627,7281.022,0.38996000000004016,0.008696972000001215
3018.343,10153.71,10158.37,1.0565000000000273,0.023426317400000344
3992.283,6800.266,6809.518,0.18231000000000136,0.004086763070000015
2975.936,7567.479,7562.538,0.16722000000000142,0.003700420570000035
3666.459,7494.056,7487.092,0.08770000000001903,0.0019026692900002801
2803.751,6820.373,6832.497,0.14881000000028055,0.003247695600006254
2140.705,6114.914,6098.773,1.9884000000001036,0.04274731190000395
3388.842,7021.39,7026.435,0.041695000000032574,0.0009139401050009387
2665.367,9390.33,9386.437,0.5921000000000081,0.012764207700000172
3131.878,5786.302,5797.457,0.1325600000000009,0.0028226819000000385
2974.854,7566.434,7590.345,0.8600000000005256,0.018637196400008757
2827.001,9756.448,9750.881,0.4441000000000401,0.009665102280001328
2361.794,6243.496,6234.714,1.2530000000003718,0.026626783000005316
2455.051,6158.51,6140.9,0.11985000000002512,0.002617042620000513
3070.66,6821.835,6848.488,0.628580000000008,0.013756893800000093
3629.407,6890.076,6905.028,0.13614000000000176,0.0031137620480000297
2684.844,8756.67,8776.109,0.5826900000000039,0.012645299497000035
3351.869,8227.105,8232.362,0.2530400000000008,0.005460998490000023
2533.857,4775.658,4788.573,0.912760000000071,0.019629155000000884
2704.535,8391.088,8401.338,0.2240500000000033,0.004829423530000038
3222.592,5510.804,5501.58,0.5729100000000321,0.01257326860000134
2922.863,9481.351,9477.748,0.09588400000004285,0.00210378442000053
2896.217,5003.329,5009.834,0.4435200000000098,0.0097311922000002
2684.111,8665.762,8661.451,1.1747000000002215,0.024655165600003505
2886.842,6745.849,6755.727,0.25829000000023034,0.005641109700002861
2236.349,7883.109,7864.098,0.969500000000093,0.020779802130002245
2740.748,5788.079,5777.941,0.35330000000001555,0.007555112940000418
3425.487,5573.822,5567.104,0.1312100000001681,0.002882930300002827
3091.739,6083.41,6075.661,0.17774000000008636,0.004115642454001001
3640.9,7795.732,7790.648,0.9173700000003011,0.020095657430008372
3199.609,10031.13,10027.69,0.7964500000000295,0.017620909290000448
2335.203,7040.642,7021.157,1.7824000000000368,0.03757642000000071
2597.225,9274.138,9282.156,2.927800000000193,0.06335330300000207
2987.365,7601.99,7579.903,1.1208000000000766,0.024212094000002054
2873.948,6082.246,6076.618,1.7387000000000232,0.037982523000000205
2575.764,10093.39,10080.31,0.4219200000000138,0.00898073000000016
3119.495,8306.464,8297.787,0.5383500000000079,0.011672167900000105
3714.975,11043.27,11038.83,0.15800000000001493,0.0035034116800002958
3364.723,9291.382,9281.878,0.11989000000000077,0.0026032016918000425
3153.847,9115.042,9126.098,0.5431800000000201,0.01188276760000034
2386.753,10691.69,10704.3,1.4773000000006338,0.03160256800000914
2971.932,8940.601,8932.267,0.9085800000000473,0.01973181577000053
3493.644,9361.24,9354.077,1.1848000000000047,0.025654892500000085
2928.173,5876.591,5889.271,0.24980000000011152,0.005305814860001701
3236.783,7185.885,7180.462,0.08595600000000185,0.0018730663000000355
3307.437,4710.949,4727.667,0.21642000000000247,0.004841170630000037
2917.052,7254.05,7261.535,0.3017200000005457,0.0066303574000132585
2938.315,6683.779,6679.03,0.35820000000002467,0.007725524070000309
2759.279,6243.108,6259.72,0.4603800000000598,0.010091019700001588
2898.994,8933.604,8915.487,0.3140200000000822,0.006749045730001511
2211.514,8784.138,8787.913,0.9153000000002508,0.019591402000003533
