id,mS1,mS2,mR,xsec_TChannel (fb),xsec_GluonSplit (fb)
1155,3539.145,8029.77,8021.839,1.4162798890000002e-07,2.263392862215071e-08
1156,3084.265,8874.733,8870.994,1.8182845598e-06,2.727771022188459e-07
1158,4457.4890000000005,5521.307,5510.603,1.194857029e-07,3.6620228372934143e-07
1159,3527.165,5672.696,5698.776,1.388547691125e-05,2.056764493697899e-07
1160,4208.285,7176.1990000000005,7194.223000000001,1.1327431498e-06,1.313785073432962e-07
1162,7227.07,7948.427,7930.353,3.900992530130031e-09,2.395293541138266e-08
1163,5938.871999999999,7426.151999999999,7412.441,3.89524425085e-06,1.297894519294064e-07
1164,4703.659000000001,5858.047,5850.036999999999,4.9310647300000006e-08,2.924462419023879e-07
1165,2570.17,6637.28,6651.6990000000005,4.742019913e-07,2.7055730086434287e-07
1166,4512.512,6415.916,6421.289000000001,1.177660346e-07,2.886497612074101e-07
1167,2768.265,9604.483,9616.573,3.727703872e-07,1.3574278170808714e-08
1168,3236.257,3932.8709999999996,3924.219,8.244129120000005e-07,1.018044206246896e-06
1169,3611.528,9725.635,9722.485999999999,3.30541071564e-06,5.392521545670729e-08
1170,5065.748,7104.695,7123.887,1.42700165867e-06,2.1316949877856193e-08
1171,7749.379,8123.755,8119.102,1.5439187725000004e-06,3.4535569128121566e-08
1174,5780.99,6458.349,6479.024,5.3100068781200014e-06,1.5575244719869006e-07
1175,5514.897,5685.366,5672.481,2.7881951390302214e-06,5.836100173056978e-07
1176,3623.855,8175.906,8170.348000000001,1.6550991269999998e-08,1.776114570005747e-07
1177,5988.8330000000005,11225.39,11239.09,2.6700798588191e-07,3.1688811941373435e-08
1178,4911.46,7703.369000000001,7717.415,2.7063537142249996e-07,9.938332432275788e-08
1179,5413.484,7044.028,7020.018,3.2209347065900002e-06,7.629717000854289e-08
1180,3894.192,4527.5470000000005,4541.619000000001,8.8692632471e-06,3.362493731912329e-07
1181,6637.028,9727.883,9720.511,6.99205546308e-07,7.821661795704199e-08
1182,4037.96,5932.52,5916.098000000001,1.13630258717e-05,1.692626715886461e-07
1183,5485.146,6830.135,6818.996,4.5480733896799985e-06,4.6206942892889873e-07
1184,2752.204,6681.471,6686.516,9.81841632e-08,9.714878524941991e-08
1185,6172.785,11580.9,11585.93,6.39136070821e-08,1.0296087812803682e-08
1186,4739.985,6027.977,6037.5019999999995,7.114114552000002e-08,2.960604471460121e-07
1187,5890.340999999999,8261.851,8265.63,1.732993510156e-05,2.792800626168642e-07
1188,3110.526,8600.678,8608.824,3.069631799000001e-06,1.1892705427448322e-07
1189,4005.789,3780.75,3983.337,1.2585317110000386e-06,4.575169158721058e-07
1191,6158.3369999999995,9799.445,9809.253,1.415250525377e-08,1.1132813429977136e-08
1194,6058.604,12232.75,12239.8,1.2823409996199999e-07,7.111825245066747e-09
1195,4983.665,8414.446,8421.468,3.952081092476e-07,1.0712657178110053e-08
1196,6836.79,9624.801,9629.908000000001,3.48343028430114e-07,1.2039686995627374e-07
1197,6356.503000000001,12639.04,12631.6,3.28889340938e-07,7.739821668263703e-09
1198,5190.634,7214.054,7219.4580000000005,1.0977409828e-07,5.365239463871053e-08
1199,2456.913,7033.132,7022.456999999999,1.95385819e-07,2.336815301716086e-07
1200,3914.0440000000003,6059.323,6053.645,2.19521779577e-06,1.1647243394753981e-07
1203,3813.341,8115.948,8109.838000000001,1.44074535703e-06,3.984496443737617e-08
1205,5054.125,5658.885,5685.451999999999,2.3834966494000025e-07,7.062941346163321e-08
1206,6488.420999999999,9890.945,9884.758,4.8825526218e-07,5.88910407492715e-08
1207,2818.1679999999997,9865.077,9860.785,2.4481128784e-06,4.3440682704072304e-08
1209,6330.63,10697.28,10694.26,6.568110896407199e-05,1.4999729078556425e-06
1210,4416.737,5591.943,5560.571,1.713145713e-07,1.7870680469601872e-07
1211,3106.9359999999997,4846.590999999999,4869.293,5.9385453495e-06,2.558602830321838e-07
1212,6326.903,8044.644,8033.272,3.4726984803900003e-07,1.930281364901242e-08
1213,4593.498,10240.55,10231.54,1.02302478301e-06,3.1062984983298625e-08
1214,4915.183,8269.623,8275.681999999999,1.0359212753e-06,4.9551201064819335e-08
1215,3996.217,3841.672,4007.288,3.260901780001649e-07,1.709860862780533e-07
1216,6405.552,6944.956999999999,6963.721,1.7638689320357142e-08,4.6708293189132684e-08
1217,4834.145,7179.666,7172.491999999999,1.41053594271e-05,2.779465168113925e-07
1218,7798.653,8437.466999999999,8444.437,8.25160459606605e-09,8.16635353370736e-08
1219,4633.128,5718.3730000000005,5706.4,2.1465707020000005e-07,5.487887954197838e-08
1220,4734.352,5610.234,5638.823,8.651001901599999e-06,2.989392789532584e-07
1221,4002.9309999999996,9411.21,9417.892,1.2983472097e-06,2.058263355575248e-08
1222,4594.946,6457.785,6464.937,6.271523631999999e-07,6.482440284168249e-08
1224,6920.766,7692.323,7688.276999999999,5.513978856476e-06,8.659389566639592e-08
1225,3933.566,6058.095,6052.916,6.882020830000001e-07,1.6950717404966142e-07
1226,4339.62,10787.69,10796.35,8.407292502e-07,3.6449185321622434e-08
1228,4217.848,7516.316,7512.015,4.8853870700000005e-08,1.1186651018339659e-08
1229,5771.755,9988.963,9992.203000000001,2.1263100170000004e-08,3.578916382527913e-09
1230,6288.816,6153.017,6274.9259999999995,2.056552239551083e-06,1.9114952142919085e-07
1231,3970.8540000000003,6619.215999999999,6614.376,3.1887267600000005e-08,1.064596344574034e-07
1233,3766.555,4821.084,4841.127,2.6864293148e-06,6.461743995412536e-07
1234,3638.055,6821.475,6828.0,7.376087072e-07,1.8739192273919558e-08
1235,6648.887,8341.909,8360.674,1.4065804321000002e-07,2.566503143587049e-07
1236,1779.858,3806.3779999999997,3820.202,1.352062307e-06,3.18268280916563e-06
1238,5000.279,8249.698,8243.129,1.74889582272e-06,8.16100694482474e-08
1239,4845.605,7022.371,7047.141,4.5617419287151003e-07,1.4888495969169196e-07
1240,4480.775,6557.590999999999,6564.906999999999,4.04619323359e-05,2.515944053373267e-06
1241,3245.7859999999996,9834.07,9823.07,8.168034200000002e-07,8.284001888963195e-08
1242,7045.251,6772.02,7055.191999999999,5.51671326584e-06,1.1795204821242497e-07
1244,2552.8920000000003,6052.5109999999995,6031.648,7.172275900000001e-08,2.9453487270298014e-07
1246,5287.311,6672.566999999999,6656.995,6.0551830736e-06,1.205730598791739e-07
1247,5935.534000000001,7133.304,7128.719,1.6680943538960002e-07,1.0170595454096899e-07
1248,4079.998,8280.121,8276.021,2.96770319507e-05,4.913621400334534e-07
1250,5969.09,8017.9259999999995,8008.968000000001,8.26599168246e-07,3.5199121278894087e-08
1251,4890.209,9331.28,9317.152,9.7845803462e-07,2.594774350611003e-08
1252,4635.943,9471.026,9477.918,1.912999375e-06,2.8024387514033085e-08
1253,4307.068,6463.105,6435.483,3.218334358e-06,9.366683099838807e-08
1254,3523.062,4988.661,4982.06,8.396250930000003e-06,1.2693348559981449e-06
1255,6638.1269999999995,6494.173000000001,6625.726,2.0180835828622293e-06,8.051852799546361e-08
1256,6519.305,10745.67,10741.11,8.149045567671998e-07,3.6131158696433836e-08
1258,4459.62,4464.418,4472.135,5.163351020477495e-06,1.4959949223292572e-07
1259,3074.54,9084.881,9088.675,4.173777783e-07,1.6649039029216467e-08
1260,6335.411999999999,6726.994000000001,6731.5380000000005,3.4127553217099997e-06,1.7327763386840556e-07
1261,2855.99,4018.928,3993.579,7.5677434029e-06,4.7088714501687403e-07
1262,2814.49,7802.065,7807.8769999999995,9.018771924e-07,6.464738255490835e-08
1263,7013.891,7618.304,7636.985,1.77917120475e-06,3.791552894777375e-07
1264,5698.7119999999995,5662.815,5706.365,2.05266822364446e-06,5.0512346515635906e-08
1265,3833.468,5170.23,5200.0470000000005,4.409137941300001e-07,1.1368052986311409e-07
1266,3410.361,7936.541,7926.244000000001,1.1375409338000002e-07,4.453996938649229e-08
1267,5152.013,6000.155,6006.618,1.15744324304e-06,7.240300938164844e-08
1268,7827.7609999999995,8464.601,8474.205,1.4310534476623708e-06,7.931981669390594e-08
1270,5199.403,8558.223,8566.87,2.39449882327e-06,2.3317107238065916e-07
1272,3038.6209999999996,5125.72,5119.619000000001,1.10725929485e-06,8.592672394966969e-07
1274,3912.44,6365.423000000001,6360.101,1.7660188212e-06,1.3257171718209706e-07
1275,4659.788,5505.379,5524.649,9.323890029000006e-08,1.1925678077943322e-07
1276,4844.321,6490.289000000001,6502.286999999999,7.000559076750002e-06,3.245953882880533e-07
1277,4005.922,4512.964,4529.959,1.2938261229000318e-07,3.838144595266313e-07
1278,2761.333,8118.993,8109.685,1.1780685559e-05,2.6786081367663e-07
1279,4199.192,4987.6759999999995,5004.737,1.4368450330000022e-08,4.7108232194413205e-07
1280,3774.77,6604.325,6614.709,1.54607727497e-05,3.1497018145160063e-07
1282,3608.527,7310.491999999999,7290.058000000001,2.278620621888e-08,2.9738052757729487e-08
1283,3640.034,6186.691,6191.649,5.5296814288e-06,1.5629738414106212e-07
1284,4810.144,6789.93,6815.416,3.1208334082600005e-06,2.4000749050832056e-07
1285,5882.769,8020.329000000001,8005.16,1.2260616460000004e-08,8.331105497059324e-08
1286,4420.755,8077.116999999999,8089.69,4.1171959628e-06,2.3352821706337185e-07
1287,5394.618,7248.7519999999995,7264.473000000001,2.5102050246700002e-06,4.222588936138911e-07
1288,4213.847,4776.718,4789.517,2.1984731055100065e-06,1.1483856553165043e-06
1289,5640.611999999999,6801.036,6817.437,1.47821916411e-07,5.363006403333018e-07
1290,3883.217,7990.563,7986.724,5.65859043e-08,2.1514971126959256e-08
1292,3122.8559999999998,8813.732,8809.651,1.51324177e-07,4.7120479228742086e-08
1293,6304.757,7218.683000000001,7201.177,2.3647646356400002e-06,7.60370737624334e-08
1294,4826.81,11001.62,11012.55,5.076058842050002e-07,3.1753499638215864e-08
1295,3940.3559999999998,7259.193,7273.476,2.18715184492e-06,8.532353531644441e-08
1296,4763.417,9049.904,9035.280999999999,4.6493125183e-07,1.7935897222348097e-08
1297,4199.362,6935.004,6923.025,5.1971006442e-07,1.5445314522058293e-07
1298,5250.109,6732.641,6759.698,2.4318447180000004e-08,1.740681136131696e-07
1300,5836.371999999999,6049.194,6063.115,9.331890551003339e-08,1.0814931864717626e-07
1301,4022.8540000000003,7069.414000000001,7079.23,1.2894037116e-06,4.406007693719999e-08
1302,4966.5,5388.069,5382.268,4.886430513490049e-06,4.3839879489659044e-07
1303,3423.8070000000002,6616.275,6632.772,1.1820357859000002e-06,1.6323403819143365e-07
1304,3493.934,6604.785,6591.36,4.1466601002600015e-05,1.845403641533156e-06
1306,5222.128,10778.56,10785.24,1.6284867025530002e-07,5.002211013243378e-08
1307,3590.3720000000003,4174.974,4189.139,6.7111236931e-06,1.7094171238303596e-07
1308,2858.938,5301.418000000001,5281.104,1.3514769999000002e-05,5.096756915206838e-07
1309,4118.362,11307.88,11312.39,2.0413678983e-07,1.0267965278469609e-07
1310,4875.407,6657.784000000001,6675.85,2.9393442506e-07,1.8922244923111432e-08
1312,3768.572,9093.048,9098.642,1.058276453e-07,9.93233059553569e-08
1313,3050.0559999999996,4859.723,4846.139,2.019371633e-07,1.1212061310386733e-06
1314,4964.144,5687.219,5701.826,1.1902890342000007e-06,1.972858565754952e-07
1316,3833.542,5974.095,5961.545,2.7110607730000005e-06,3.476199979920961e-07
1317,4402.249,10202.37,10196.59,6.122665579999999e-08,1.1032045835642452e-08
1318,5524.611,7702.606,7723.431,7.3580554543e-07,5.273994445570122e-07
1319,5790.4169999999995,9478.923,9470.591,7.360364992399999e-07,2.8670411220110964e-08
1320,3725.2690000000002,3676.0959999999995,3700.697,3.6042020345025892e-06,3.2349389027055166e-06
1321,7736.262,7973.326,7987.661999999999,3.552839272510225e-07,2.4637447916520246e-08
1322,4133.39,6957.9619999999995,6964.762,2.8948976691e-07,3.585719474808273e-07
1323,4098.768,5680.684,5652.3730000000005,1.8276741076099998e-06,2.8039643247817913e-07
1324,3757.855,13861.39,13863.73,1.038346286495e-07,2.6427655532357867e-08
1325,4302.5740000000005,9723.775,9715.146999999999,3.10869440089e-06,6.332481046143037e-08
1326,3400.152,5974.630999999999,5986.483,2.7819790083e-06,8.175635631713201e-08
1327,4874.646,6585.696999999999,6565.316999999999,1.27323453505e-06,8.829767706056863e-08
1328,3429.5429999999997,6044.866999999999,6056.847,8.7185938997e-07,1.5420315173226606e-07
1329,4921.715,5916.651999999999,5909.858,9.67015522649e-06,4.552180666048528e-07
1330,4620.335,7067.188,7058.932,2.59864985135e-07,9.225465017372893e-08
1331,3130.1740000000004,8394.139000000001,8386.928,8.86621746e-08,1.4568220111449676e-07
1332,2772.1540000000005,6560.9619999999995,6568.893,1.0681048905e-07,1.0439405791526697e-07
1333,3155.2329999999997,5592.812,5586.181,4.774527396e-07,1.3372849886363154e-07
1334,4698.245,8145.499,8153.005999999999,5.18088440714e-07,3.557363567450134e-08
1335,3399.125,4909.863,4901.833,4.8081475748e-06,2.45339652522315e-07
1336,3346.02,9516.179,9510.789,5.4125995155e-07,2.316240156961701e-08
1337,4552.122,6246.276999999999,6251.986,1.10891434295e-05,2.054284587986133e-07
1338,3270.264,6981.6669999999995,7000.889,1.22534055676e-05,5.442504056103096e-07
1339,3043.6820000000002,7969.1630000000005,7951.843000000001,6.570531210000001e-08,5.624657528140204e-08
1340,4613.696,9205.4,9190.690999999999,1.303639837e-07,3.3284584398051966e-08
1341,5983.196,8272.798,8279.985999999999,1.27851584791e-06,4.022534387997543e-08
1343,5062.4490000000005,5913.476,5897.181,1.24490667099e-05,3.0733654371873324e-07
1344,5273.585999999999,5726.052,5731.868,1.8621703130000005e-07,6.685086184420269e-07
1346,4128.858,7564.459,7551.87,2.72225204e-08,1.0379972248135793e-08
1348,2710.533,7169.566999999999,7151.915,2.48194527e-08,1.7250140818373287e-08
1349,3775.055,4604.123,4612.93,2.583753881500002e-07,2.9761186212282005e-07
1350,5399.87,8591.444,8570.025,3.4132344897e-07,1.4201099675519124e-08
1351,5497.233,7708.144,7689.102,1.4705113569399997e-06,4.852398843821965e-08
1352,3616.9040000000005,8121.62,8116.705,6.737608872000001e-08,8.812696264250173e-08
1353,6545.206999999999,6535.541,6554.135,1.155114602838197e-06,3.443800289677359e-08
1355,5319.071999999999,11003.73,10996.05,1.4987497328175002e-07,3.3890532576748365e-08
1356,4477.744000000001,6038.088000000001,6043.664000000001,3.2034428500000013e-08,1.0635969586116658e-07
1357,4252.372,7253.274,7238.846,8.4269113e-08,3.048863935999745e-08
1358,6702.844,6847.425,6832.354,6.192395881200069e-07,5.531527632489861e-08
1359,4074.006,4851.035,4871.321,2.7749974430000024e-07,2.102803728717455e-07
1361,3830.474,9789.478000000001,9798.983,6.163453582e-08,2.215076430088421e-08
1362,3196.934,6679.274,6653.9580000000005,3.3128179306000008e-06,2.197115280287601e-07
1363,4954.995,9220.296999999999,9200.358,1.2025368474978002e-07,3.0388052795008525e-08
1364,2689.795,5676.688,5683.569,1.134237208e-07,1.5878364465530601e-07
1365,3525.414,9695.218,9710.303,2.739513536457e-05,3.5763073544509233e-07
1366,7634.609,15086.57,15077.62,2.624263873369e-07,4.304948254547887e-09
1367,5724.196999999999,8845.138,8850.136,3.025852961e-07,3.629549004575798e-08
1370,5040.014,12851.99,12860.67,4.401128156679039e-06,1.3767221991996017e-07
1371,3353.5559999999996,5664.789000000001,5633.179,5.9765664381e-06,3.367294421690375e-07
1372,5448.768,6138.626,6130.2609999999995,3.8208072097000006e-07,1.2288791058416866e-07
1373,4717.206,6266.108,6271.493,3.082443306e-07,6.249705374872669e-08
1374,6025.026999999999,5885.496,6007.3730000000005,5.404674908821725e-06,3.607243579565761e-07
1375,2785.369,7067.55,7042.154,2.3822778182e-06,7.00381321517507e-08
1376,6041.380999999999,10156.83,10153.39,1.0368336994312799e-06,5.4028053363329865e-08
1377,3194.08,5719.384,5726.246999999999,4.3153006339999995e-06,1.360881803467381e-07
1378,3824.631,9456.966,9463.009,2.2353557005e-07,4.754145891111199e-09
1379,3579.425,5319.871,5338.6140000000005,3.1305382557e-06,4.0633323479441096e-07
1380,6967.061,8179.356,8192.418,1.578447053600001e-06,1.3948065510074437e-07
1381,2748.9990000000003,11416.13,11403.74,3.4399420400000005e-07,1.809105947897779e-08
1382,4617.811,7205.991999999999,7197.920999999999,3.7249509447e-06,7.013620697749777e-08
1384,5392.344,8697.708,8686.78,2.33444205522e-06,2.1136042004812288e-07
1385,3179.6279999999997,4882.664000000001,4897.405,2.4710415557e-07,3.0751017430718865e-07
1386,6282.5740000000005,6188.116,6291.205,4.2576726185601474e-06,8.62862120626063e-08
1387,4291.901,9448.167,9453.821,3.171201064e-08,8.132101542681115e-08
1389,4288.706,5964.87,5972.424,2.5560830610000023e-07,9.066198973089988e-08
1390,5625.838000000001,12685.24,12693.93,7.933489271565649e-06,1.3916552523493604e-07
1392,3419.202,8177.75,8171.579000000001,5.88536604e-08,1.1348566250634877e-07
1393,4435.432,8255.43,8240.815,4.5991615046999996e-07,2.1637231392854286e-08
1394,4158.272,7692.62,7682.87,7.97931325909e-06,1.9659408694488946e-07
1395,3684.292,6486.204000000001,6480.83,3.372399589100001e-06,1.1221202788575661e-07
1396,3326.8579999999997,5742.1669999999995,5753.81,1.1709816863e-06,4.9285436458440186e-08
1398,3702.135,4760.186,4723.102,3.713935448e-05,9.344591094751909e-07
1399,5379.638000000001,6465.594,6457.37,7.5871659218e-07,3.442830428254341e-07
1400,7427.885,8583.375,8595.794,7.173715532740019e-07,1.4713644251807815e-08
1401,5302.137,5142.734,5308.714,1.8067763248030083e-06,9.23430314266776e-08
1402,4054.131,7460.031,7454.061,1.7038916884e-06,6.373008600959938e-08
1403,7030.722,8670.09,8650.386999999999,2.1824218381000016e-08,1.1899916893793284e-08
1404,5828.963000000001,5587.573,5818.1140000000005,2.1113395817300936e-06,3.8206775320901605e-07
1405,4461.198,8984.475,8988.535,2.7679937879759998e-08,1.6992894599248677e-07
1406,5573.7080000000005,10647.22,10630.33,4.9390988480000004e-08,1.9875490612949197e-08
1407,5921.331999999999,6664.475,6671.59,8.97189906546e-06,1.9009779590185555e-07
1408,6070.651999999999,6446.996,6475.818,9.466665854200004e-07,5.586470010208111e-08
1409,4254.428,5686.191,5697.346,3.4332912461000037e-06,4.0152674782089576e-07
1410,3365.607,7696.303000000001,7714.734,6.1556856457e-06,1.2854808735304062e-07
1411,4049.7709999999997,5029.979,4999.219,9.453714693000004e-07,8.375822277235942e-08
1413,5399.9580000000005,6942.126,6927.108,4.346402941500001e-07,1.760405704994378e-08
1414,5282.561,8077.844,8084.428000000001,1.5894625408399999e-06,1.5392944767059165e-07
1415,4216.032,4578.492,4563.05,7.0385065872000166e-06,5.182245852201726e-07
1416,2842.3520000000003,10419.95,10415.38,2.268581949e-07,9.261301700278576e-09
1417,5134.391,7570.984,7577.294,2.1741324565999998e-07,1.0892237161896336e-08
1418,4552.973,5847.686,5867.901,3.7523198307000007e-07,5.298186058993274e-07
1419,4467.56,6023.553000000001,6015.238,1.5452065012e-06,6.54102069529709e-08
1420,3715.0840000000003,4192.691,4226.521,2.4979601000000746e-08,1.8428370545021948e-07
1421,6985.156,10514.96,10510.87,4.6701177752207e-07,3.189957617866375e-08
1422,5712.049,8905.293,8908.795,1.1498734020100001e-06,2.1567154795620846e-08
1423,4774.064,7055.349,7074.406,1.5494237143799e-07,1.0437164174433016e-07
1424,3625.598,7308.263000000001,7288.273,1.084111596e-07,1.6518860068683386e-07
1425,3480.638,7447.995,7434.312,4.8441195377e-06,1.7854718617939817e-07
1426,4180.088,11051.81,11048.69,6.2897587904376e-07,1.852807094847983e-08
1429,3879.822,7082.659000000001,7060.691,8.110546713000001e-08,3.245183075966227e-07
1430,4487.043,11185.36,11188.83,7.619515066193001e-08,6.644730278706049e-09
1431,3561.472,9963.075,9949.495,2.5723039778e-07,2.47026800454475e-08
1434,4563.726,6171.161999999999,6166.246999999999,4.9777087469e-06,3.059223487311249e-07
1435,5515.719,10202.84,10192.85,1.04648820296e-06,4.5092272142057575e-08
1436,5110.956,8316.589,8320.407,8.121125529e-08,3.881616324828299e-08
1437,4492.787,4477.402,4470.477,1.117684370910747e-06,1.2448986201484934e-06
1439,3711.337,4488.509,4453.986,8.434629500000006e-08,3.7229924286032265e-07
1440,2080.578,10325.33,10318.91,1.0349508107e-06,4.99182162994568e-08
1441,3538.3109999999997,6778.018,6760.05,1.2119589440399997e-05,3.371039095376561e-07
1442,2795.865,4604.32,4612.3640000000005,8.385781880999997e-06,9.006881432031789e-07
1443,6023.846,5647.0419999999995,6004.681,1.7329161071559993e-05,5.88378059993021e-07
1445,3440.277,7630.8640000000005,7617.265,8.713153850000001e-08,1.885142469092829e-08
1446,8191.326,10349.12,10354.2,9.909468320918721e-07,2.70623961874928e-08
1447,4855.094,6101.356,6092.9490000000005,2.0666568192870004e-07,4.87157468234809e-07
1448,3565.091,6424.464,6417.298000000001,1.220798005583035e-05,4.056006539701348e-07
1450,3739.506,7019.259,7025.72,2.316065744e-07,1.8680686012836724e-08
1451,3929.9559999999997,5349.14,5327.717,2.194311598e-07,1.296109916587417e-07
1452,3235.1609999999996,4427.325,4404.432,4.1617907476e-06,1.8229204453026904e-07
1453,2729.048,7595.691999999999,7590.684,1.2854036575e-07,7.618301343983988e-08
1454,4023.24,9356.991,9338.472,1.3398289689e-06,3.202903182422008e-08
1455,5527.228,8640.248,8636.138,5.748314813000001e-08,4.000814819721821e-08
1458,7184.607,8871.771,8882.093,4.5022826090179396e-07,3.4430992187048734e-08
1460,3677.6809999999996,3541.079,3701.282,2.932722952000028e-06,1.610428108023904e-07
1461,4867.473,8035.149,8030.821,8.059550426e-07,5.547007380806831e-08
1462,4937.437,8268.536,8287.479,3.391193644e-06,1.4247267008681251e-07
1463,1380.0620000000001,3444.77,3391.203,8.32469838e-06,1.2647645198700101e-05
1466,3355.183,8018.269,8012.806,1.1747175401e-06,2.57512958579666e-08
1467,3689.865,4883.128,4868.924,4.5742365015000005e-06,1.1393229529965206e-06
1468,3333.941,10655.83,10667.53,1.5102631333e-07,1.345856709802935e-08
1469,3902.185,7026.311,7014.276999999999,1.9042963043e-06,1.586870948267959e-07
1470,3336.8720000000003,13320.84,13332.79,6.440396501e-07,1.6681556021764767e-08
1471,4913.823,8515.939,8503.077,1.580383587835e-07,4.0487814479234816e-08
1472,4660.723,4702.282999999999,4687.423,1.0474544555218586e-07,8.122475975979309e-07
1473,6311.184,6215.357,6326.169,1.5575391715010347e-07,1.2390295181834098e-07
1474,2940.9770000000003,7837.4580000000005,7833.134,2.24144831199e-06,1.3542196545737957e-07
1475,4920.902,7236.8009999999995,7246.165,3.42326597e-07,4.0847928544085353e-08
1477,5475.29,6569.701999999999,6585.561,7.24595613381e-06,2.862260478851515e-07
1478,5168.729,5638.02,5644.026,1.6398754904899999e-06,1.4027036085639134e-07
1479,4262.692,10312.83,10309.09,3.1916319630389e-06,6.490566571571313e-08
1480,5770.106,5665.883000000001,5775.985,1.0204798631075864e-07,1.781742402724673e-07
1481,6204.355,7898.031,7875.576999999999,6.1652428028e-07,4.3383126030704606e-08
1483,3505.323,6845.12,6853.219,6.4909375874999985e-06,1.8802993488689392e-07
1484,4113.9490000000005,8026.3859999999995,8031.3009999999995,1.71545521579e-05,5.338048308453362e-07
1485,6102.2609999999995,7951.887,7939.941999999999,1.2333684644399998e-06,9.374501019288992e-08
1486,5685.7880000000005,7935.8859999999995,7946.308000000001,7.17675738958e-08,6.208532070556015e-08
1490,5114.710999999999,15352.9,15357.5,6.730389618536401e-07,1.4957580884111337e-08
1491,3427.429,6640.55,6620.201,7.068556900000001e-08,9.50392771624177e-08
1492,3387.2470000000003,5969.431,5949.411,3.475111004e-06,2.5620445685988365e-07
1493,4046.6279999999997,11096.85,11101.14,3.476571896e-07,2.1941829703112048e-08
1494,3524.1890000000003,7172.4130000000005,7181.1,9.914450009999998e-07,3.6260523545591557e-08
1495,4717.835999999999,6067.6269999999995,6047.022,3.161825745530001e-06,2.390986946706411e-07
1496,4979.522,6053.618,6031.295999999999,4.4991220504000043e-07,2.6837532438949503e-07
1497,4390.445,11281.88,11274.79,5.3736484247e-07,3.806176763654684e-08
1498,5397.675,8915.229,8928.893,9.309481468370001e-07,7.374706019007782e-08
1499,4720.376,5520.68,5487.281999999999,7.6205040468999985e-06,3.4681079130302104e-07
1501,3916.344,7105.9619999999995,7111.638000000001,3.181095965e-06,7.185321417210653e-08
1502,2574.706,6631.455,6618.484,5.715440843e-07,4.049815465192654e-07
1503,5177.708,6611.245,6634.719,4.0902364436999996e-07,4.97824265012448e-08
1504,3543.638,6210.7080000000005,6227.191999999999,1.65304287388e-06,7.823782169045539e-08
1505,2432.32,5769.459,5788.09,1.244524828e-06,2.0664978705944396e-07
1506,3884.647,10409.36,10400.84,5.617828548600001e-07,1.975552935091488e-08
1507,2476.8379999999997,4257.135,4269.734,2.0130029112e-05,1.316226195945312e-06
1508,2076.738,6718.205,6691.808000000001,1.1912113170000002e-06,7.662838757375999e-08
1509,5030.215999999999,11441.37,11425.5,1.1347456235899999e-06,2.4762057437653052e-08
1510,4655.764,8085.5109999999995,8081.223000000001,2.9882196975000005e-07,1.6667208785738985e-07
1511,3317.62,6940.445,6930.253000000001,1.3657774516999998e-06,4.506190090103847e-08
1515,3888.1059999999998,7813.355,7824.963000000001,4.9349034616e-07,2.2135703409243242e-08
1516,4749.85,7601.89,7614.354,1.855035874e-07,1.6223561936413517e-08
1517,8047.621,8207.631,8211.926,8.196012509280232e-07,1.9444280186306947e-08
1518,2236.867,6283.778,6296.02,2.13115994e-07,3.3999205831541015e-07
1519,5396.673000000001,7355.2119999999995,7361.061,4.5525611841e-07,1.0340116944966165e-08
1521,5358.267,5980.115,5999.684,2.0873587793910114e-05,5.682967972842107e-07
1522,3232.7140000000004,7444.446999999999,7436.6269999999995,3.657539250000001e-08,2.687923827223855e-08
1523,5533.6759999999995,9451.68,9456.228000000001,1.6768373716260701e-06,5.014701122815008e-08
1524,4099.43,6329.045999999999,6321.028,2.26224954616e-06,1.7848089818660175e-07
1525,3162.0229999999997,7551.0019999999995,7544.343000000001,6.1372105694999985e-06,1.160888883966443e-07
1526,3578.673,8496.875,8490.886999999999,1.1537028135e-06,2.914344276782636e-08
1528,4261.374,5549.018,5541.7,9.856286240000003e-08,4.71327403443745e-08
1529,6075.135,14061.87,14059.28,1.0949296713010001e-07,3.341872333444717e-09
1530,3640.6479999999997,7353.5,7337.9890000000005,1.4278732819e-06,6.129660453344972e-08
1531,3018.107,7226.555,7238.25,9.548858069999998e-07,6.915636668541629e-08
1532,5352.198,10367.56,10364.18,6.193704079100001e-07,1.4912414365273454e-08
1534,2222.105,4334.556,4305.3859999999995,5.801348447e-06,7.471855903594178e-07
1535,4393.17,6474.552,6481.533,2.46293793e-08,2.4571377867272498e-08
1536,5042.295,8200.464,8195.341,1.5213589799999998e-08,3.342089988384354e-08
1537,3893.515,5704.189,5713.565,3.0945950589527e-06,1.1573601430470063e-07
1540,3550.262,5429.08,5440.8640000000005,3.3261353280000005e-06,1.897928786908357e-06
1541,4263.555,6821.869000000001,6814.344,6.347138420169999e-06,1.9994467737636138e-07
1542,2130.616,7446.104,7460.8769999999995,3.294954677e-07,1.5156648571889614e-07
1543,5611.291,6555.196999999999,6572.014,3.3055462212000005e-07,2.5059012818429965e-08
1544,6052.388000000001,7095.545,7115.326,1.16676628300836e-06,3.684183375915207e-08
1545,4483.579000000001,9774.224,9779.982,3.3685650310099998e-06,5.8982054413964916e-08
1546,3090.005,8762.833,8772.972,1.972851803e-06,4.1104719203876664e-08
1547,4991.221,8495.573,8503.349,3.9471457889e-07,8.422857280540475e-09
